DAUID,POP_2016,POP_DENSITY,LANDAREA
35203929,997,3572.2,0.28
35203930,1115,5198.1,0.21
35203931,352,7054.1,0.05
35203932,473,6240.1,0.08
35203933,1127,6254.2,0.18
35203936,343,8225.4,0.04
35203937,436,2192.1,0.2
35203938,362,8639.6,0.04
35203939,360,8551.1,0.04
35203940,702,6943.6,0.1
35203943,574,4823.5,0.12
35203945,1370,12863.8,0.11
35203946,4226,15565.4,0.27
35203947,2983,21966.1,0.14
35203948,2715,22217.7,0.12
35203951,1657,15917.4,0.1
35203953,1434,8255.6,0.17
35203954,7307,8815.3,0.83
35203955,1548,1799.6,0.86
35203958,1124,4481.7,0.25
35203959,1931,17996.3,0.11
35203960,2596,4419.5,0.59
35203961,3033,9650,0.31
35203962,697,11426.2,0.06
35203965,1234,17162.7,0.07
35203971,1849,23614.3,0.08
35203973,1037,1204.3,0.86
35203974,1042,19260.6,0.05
35203975,1749,12994.1,0.13
35203976,1878,14401.8,0.13
35203977,1324,23228.1,0.06
35203978,3921,12742.9,0.31
35203979,1343,6211.8,0.22
35203980,1872,11848.1,0.16
35203981,1507,7939.9,0.19
35203984,752,11842.5,0.06
35203986,2268,30240,0.08
35203987,868,17678.2,0.05
35203989,1634,3062.2,0.53
35203990,1030,7394.1,0.14
35203991,1021,11830.8,0.09
35203992,1477,8577.2,0.17
35203993,940,6155.9,0.15
35203994,1529,18899.9,0.08
35203995,1199,10536,0.11
35203997,999,11670.6,0.09
35203998,869,1248,0.7
35204001,1079,16104.5,0.07
35204003,665,7372.5,0.09
35204004,3291,37740.8,0.09
35204005,1554,7115.4,0.22
35204006,805,3416.8,0.24
35204007,1776,18271.6,0.1
35204009,1189,21657.6,0.05
35204010,1376,1652.5,0.83
35204011,1504,20716.3,0.07
35204012,860,3497.4,0.25
35204013,2133,44810.9,0.05
35204014,3335,15172.9,0.22
35204015,1549,18595.4,0.08
35204018,2653,23009.5,0.12
35204019,2145,32014.9,0.07
35204020,1947,42791.2,0.05
35204021,1050,29166.7,0.04
35204022,2119,11998.9,0.18
35204024,2952,42051.3,0.07
35204026,2145,14444.4,0.15
35204027,1322,22991.3,0.06
35204028,2478,10376.9,0.24
35204029,1076,3776.8,0.28
35204030,1495,7880.9,0.19
35204032,1512,3373.5,0.45
35204033,2035,12806.8,0.16
35204034,791,6619.2,0.12
35204035,3348,6931.7,0.48
35204036,2344,835.2,2.81
35204038,915,9631.6,0.1
35204039,1166,9003.9,0.13
35204040,839,5600.8,0.15
35204041,2333,8317.3,0.28
35204042,1680,9105.7,0.18
35204043,1934,26639.1,0.07
35204045,1502,26350.9,0.06
35204047,1300,771.6,1.68
35204049,6531,9694.2,0.67
35204052,2257,25161.6,0.09
35204053,2360,8686.1,0.27
35204054,1190,12948.9,0.09
35204055,2240,13625.3,0.16
35204056,1937,17869,0.11
35204057,1236,57757,0.02
35204058,1313,6324.7,0.21
35204059,2907,26427.3,0.11
35204060,2044,2154.5,0.95
35204061,1312,14062.2,0.09
35204062,1847,2280.5,0.81
35204063,2732,22302,0.12
35204064,1774,8455.7,0.21
35204065,1617,12593.5,0.13
35204066,1428,12194.7,0.12
35204067,1228,1138.5,1.08
35204068,2426,27631,0.09
35204069,1586,15191.6,0.1
35204070,1114,4632,0.24
35204072,2933,11722.6,0.25
35204073,5983,27520.7,0.22
35204074,5498,24922.9,0.22
35204075,2009,3211.8,0.63
35204076,1437,27267.6,0.05
35204077,1531,36891.6,0.04
35204079,2959,15299.9,0.19
35204080,1736,16455,0.11
35204081,2765,30384.6,0.09
35204082,1617,31459.1,0.05
35204083,2134,37307.7,0.06
35204084,3131,4250.6,0.74
35204085,2824,20780,0.14
35204087,2059,22139.8,0.09
35204088,2622,46000,0.06
35204089,893,63333.3,0.01
35204090,1165,36520.4,0.03
35204091,1381,14865.4,0.09
35204092,855,3867,0.22
35204093,2601,8312.6,0.31
35204094,3378,11749.6,0.29
35204095,1727,2060.4,0.84
35204096,2172,37191.8,0.06
35204097,2141,37430.1,0.06
35204098,1606,4737.5,0.34
35204100,2800,32980,0.08
35204101,6906,31405.2,0.22
35204103,2446,18145.4,0.13
35204105,2248,12053.6,0.19
35204106,1034,2483.8,0.42
35204107,881,8067.8,0.11
35204109,2005,7376.7,0.27
35204110,2139,18266.4,0.12
35204111,2311,7224.1,0.32
35204113,1674,2646.6,0.63
35204114,1080,2506.4,0.43
35204115,1500,21276.6,0.07
35204116,883,26201.8,0.03
35204117,1979,17796.8,0.11
35204118,2724,23065.2,0.12
35204119,1778,22941.9,0.08
35204120,1287,5866,0.22
35204121,2298,20444.8,0.11
35204124,7607,11273,0.67
35204125,1538,8478.5,0.18
35204126,4680,2287.7,2.05
35204127,1653,9214,0.18
35204128,3365,15240,0.22
35204129,1359,10751.6,0.13
35204130,412,3416.3,0.12
35204131,997,1080.9,0.92
35204133,1249,21277.7,0.06
35204134,770,8148.1,0.09
35204135,1576,43899.7,0.04
35204136,1117,5197.8,0.21
35204137,1430,13389.5,0.11
35204138,1401,14066.3,0.1
35204139,2304,11554.7,0.2
35204141,2093,19114.2,0.11
35204142,2594,12048.3,0.22
35204143,1946,8238.8,0.24
35204144,1948,16139.2,0.12
35204145,1834,17668.6,0.1
35204146,1148,7425.6,0.15
35204147,1439,4031.9,0.36
35204148,759,8187.7,0.09
35204149,961,5877.7,0.16
35204150,783,7277,0.11
35204151,929,5024.3,0.18
35204152,575,3420.6,0.17
35204153,502,5245.6,0.1
35204154,656,3838.5,0.17
35204155,650,9558.8,0.07
35204156,660,6094.2,0.11
35204157,525,716.8,0.73
35204159,707,5678.7,0.12
35204160,479,10936.1,0.04
35204161,550,6748.5,0.08
35204162,476,2947.4,0.16
35204163,504,3132.4,0.16
35204164,602,6887.9,0.09
35204165,3533,12694.9,0.28
35204166,587,4983,0.12
35204167,521,5737.9,0.09
35204168,851,6039.7,0.14
35204169,298,3140.1,0.09
35204170,529,2897,0.18
35204171,1181,9140.9,0.13
35204172,447,3407,0.13
35204173,612,3278,0.19
35204174,526,9740.7,0.05
35204176,434,12191,0.04
35204177,587,6238,0.09
35204178,734,1846.1,0.4
35204179,519,5610.8,0.09
35204180,865,4792.2,0.18
35204181,621,5554.6,0.11
35204182,821,2416.8,0.34
35204183,539,2158.6,0.25
35204184,1198,60505.1,0.02
35204186,465,8643.1,0.05
35204187,825,29891.3,0.03
35204188,569,16686.2,0.03
35204189,474,17173.9,0.03
35204190,1223,73674.7,0.02
35204191,651,12840.2,0.05
35204192,539,27360.4,0.02
35204193,347,323.6,1.07
35204194,953,4455.4,0.21
35204195,1669,40411.6,0.04
35204196,492,33469.4,0.01
35204197,611,37484.7,0.02
35204198,1069,59060.8,0.02
35204199,1038,27903.2,0.04
35204200,81,11408.5,0.01
35204201,1176,1983.1,0.59
35204202,765,4922.8,0.16
35204204,112,5067.9,0.02
35204205,344,5630.1,0.06
35204206,372,6305.1,0.06
35204207,424,1508.9,0.28
35204208,1288,31568.6,0.04
35204209,176,6330.9,0.03
35204211,327,7364.9,0.04
35204212,978,35053.8,0.03
35204213,1600,3086.4,0.52
35204214,529,8330.7,0.06
35204215,834,7623.4,0.11
35204216,985,6510.2,0.15
35204217,298,8054.1,0.04
35204218,662,5159.8,0.13
35204219,365,6797,0.05
35204220,333,1122.7,0.3
35204221,422,18672.6,0.02
35204222,758,34298.6,0.02
35204224,1277,14763,0.09
35204225,508,15875,0.03
35204226,486,17802.2,0.03
35204227,1453,6828,0.21
35204228,3108,24883.9,0.12
35204229,1277,27286.3,0.05
35204230,2640,20245.4,0.13
35204231,1414,19396.4,0.07
35204232,1246,2607.2,0.48
35204233,308,7230,0.04
35204235,443,2916.4,0.15
35204236,661,4984.9,0.13
35204237,479,8568.9,0.06
35204238,723,3694.4,0.2
35204240,1240,15979.4,0.08
35204242,1815,18672.8,0.1
35204243,1355,14445.6,0.09
35204244,399,3436.7,0.12
35204245,204,1937.3,0.11
35204246,2256,32790.7,0.07
35204249,1964,12753.2,0.15
35204250,1620,11281.3,0.14
35204251,590,2823,0.21
35204252,561,2826.2,0.2
35204253,257,2564.9,0.1
35204254,706,20523.3,0.03
35204255,638,113928.6,0.01
35204256,287,3333.3,0.09
35204257,1329,2829.5,0.47
35204258,0,0,0.14
35204259,5520,17749.2,0.31
35204261,888,16057.9,0.06
35204262,400,3717.5,0.11
35204263,418,2489.6,0.17
35204265,1016,754.1,1.35
35204266,148,4553.8,0.03
35204267,2189,4254.6,0.51
35204268,587,10085.9,0.06
35204269,6071,23631.8,0.26
35204271,975,2195,0.44
35204272,3178,16691.2,0.19
35204273,32,3809.5,0.01
35204274,565,21401.5,0.03
35204275,530,11157.9,0.05
35204276,508,3161.2,0.16
35204277,1207,3374.3,0.36
35204278,483,496.5,0.97
35204279,595,2426.6,0.25
35204280,391,3285.7,0.12
35204281,626,6864,0.09
35204282,665,2959.5,0.22
35204283,541,5000,0.11
35204284,2869,22449.1,0.13
35204285,509,5777.5,0.09
35204286,556,4641.1,0.12
35204287,775,6003.1,0.13
35204288,545,3534.4,0.15
35204289,805,5998.5,0.13
35204290,1342,8509.8,0.16
35204291,943,5788.8,0.16
35204292,719,6744.8,0.11
35204293,469,1856,0.25
35204294,550,3450.4,0.16
35204295,447,5353.3,0.08
35204296,654,4728.9,0.14
35204297,466,4347,0.11
35204298,1205,11219.7,0.11
35204299,427,4475.9,0.1
35204300,485,5753.3,0.08
35204301,441,1914.9,0.23
35204302,514,4089.1,0.13
35204303,470,2851.9,0.16
35204304,477,3312.5,0.14
35204305,1175,12553.4,0.09
35204306,3366,21618.5,0.16
35204307,1203,44888.1,0.03
35204309,379,3985.3,0.1
35204310,2520,40776.7,0.06
35204311,1545,69909.5,0.02
35204312,1359,66945.8,0.02
35204313,1552,5780.3,0.27
35204314,1333,24104.9,0.06
35204315,599,4072.1,0.15
35204317,1886,55146.2,0.03
35204318,551,3190.5,0.17
35204319,596,2660.7,0.22
35204321,2246,27490.8,0.08
35204322,476,2602.5,0.18
35204323,520,5739.5,0.09
35204324,533,3394.9,0.16
35204325,646,2857.1,0.23
35204326,1330,9568.3,0.14
35204327,461,3212.5,0.14
35204328,467,7888.5,0.06
35204329,3223,8198.9,0.39
35204330,1615,25473.2,0.06
35204331,1324,24564,0.05
35204332,545,2365.5,0.23
35204333,2930,22264.4,0.13
35204334,321,2457.9,0.13
35204335,637,17500,0.04
35204336,486,3690.2,0.13
35204337,637,15275.8,0.04
35204338,365,2550.7,0.14
35204339,802,1627.1,0.49
35204340,627,3336.9,0.19
35204341,357,3167.7,0.11
35204342,507,1164.2,0.44
35204343,616,2453.2,0.25
35204344,1087,5998.9,0.18
35204345,645,8103,0.08
35204346,888,22945.7,0.04
35204347,2261,17193.9,0.13
35204348,2121,5212.6,0.41
35204349,583,4763.1,0.12
35204350,517,4337.2,0.12
35204351,2007,11989.2,0.17
35204352,1609,7788,0.21
35204353,2227,15987.1,0.14
35204355,2583,10669.1,0.24
35204356,820,3965.2,0.21
35204357,550,12790.7,0.04
35204358,729,17193.4,0.04
35204359,1249,1961.4,0.64
35204360,905,986.8,0.92
35204361,491,3978.9,0.12
35204362,526,4542.3,0.12
35204363,635,846.2,0.75
35204364,1141,4158.2,0.27
35204365,521,4378.2,0.12
35204366,482,1892.4,0.25
35204367,2954,19601.9,0.15
35204369,418,5338.4,0.08
35204370,1489,55767.8,0.03
35204371,3688,267246.4,0.01
35204372,1261,17785.6,0.07
35204373,1903,2093,0.91
35204374,568,4204.3,0.14
35204375,612,3368.2,0.18
35204376,492,4708.1,0.1
35204377,474,2577.5,0.18
35204378,481,3241.2,0.15
35204379,398,1516.8,0.26
35204380,2622,31326.2,0.08
35204381,1416,37068.1,0.04
35204382,2090,29814.6,0.07
35204383,721,5282.1,0.14
35204384,770,21329.6,0.04
35204385,647,7977.8,0.08
35204386,768,7950.3,0.1
35204387,570,4068.5,0.14
35204388,551,5402,0.1
35204389,875,9105.1,0.1
35204390,1145,41187.1,0.03
35204391,629,3233.9,0.19
35204392,476,7041.4,0.07
35204393,539,2979.5,0.18
35204394,455,2410,0.19
35204395,630,3480.7,0.18
35204396,998,3435.5,0.29
35204397,1131,6304.3,0.18
35204398,558,6642.9,0.08
35204399,972,4248.3,0.23
35204400,460,2459.9,0.19
35204401,1498,17438.9,0.09
35204402,1911,5574.7,0.34
35204403,609,5126.3,0.12
35204404,497,5076.6,0.1
35204405,686,6758.6,0.1
35204406,426,8037.7,0.05
35204407,535,6789.3,0.08
35204408,584,5299.5,0.11
35204409,379,5949.8,0.06
35204410,926,5459.9,0.17
35204411,571,13372.4,0.04
35204412,1462,6919.1,0.21
35204413,1002,29212.8,0.03
35204414,1346,17757.3,0.08
35204415,913,18187.3,0.05
35204416,375,3568,0.11
35204417,431,4494.3,0.1
35204418,227,3363,0.07
35204419,526,3847.8,0.14
35204420,457,4935.2,0.09
35204421,538,3120.6,0.17
35204422,508,3913.7,0.13
35204423,484,5204.3,0.09
35204424,933,4546.8,0.21
35204425,541,14236.8,0.04
35204426,2462,15330,0.16
35204427,1109,14885.9,0.07
35204428,2876,1949.2,1.48
35204429,587,3253.9,0.18
35204430,922,19575.4,0.05
35204431,599,1350.6,0.44
35204432,521,12258.8,0.04
35204433,489,2661.9,0.18
35204434,487,3094,0.16
35204435,976,3433,0.28
35204436,2097,33075.7,0.06
35204437,601,3631.4,0.17
35204438,609,8055.6,0.08
35204439,675,13209.4,0.05
35204440,478,3665.6,0.13
35204441,513,4547.9,0.11
35204442,466,4236.4,0.11
35204443,488,8442.9,0.06
35204444,403,1975.5,0.2
35204445,467,7630.7,0.06
35204446,682,23598.6,0.03
35204447,474,7171,0.07
35204448,714,9714.3,0.07
35204449,383,6383.3,0.06
35204450,413,5959.6,0.07
35204451,417,7008.4,0.06
35204452,477,7806.9,0.06
35204453,945,4432.5,0.21
35204454,2915,5712.3,0.51
35204455,711,14569.7,0.05
35204456,1127,7998.6,0.14
35204457,524,3095.1,0.17
35204458,1517,5713.7,0.27
35204460,539,535.4,1.01
35204461,521,7317.4,0.07
35204462,479,8919.9,0.05
35204463,573,7701.6,0.07
35204464,3113,16272.9,0.19
35204465,945,5203.7,0.18
35204466,1805,50988.7,0.04
35204467,1128,34181.8,0.03
35204468,1959,37673.1,0.05
35204469,1611,20922.1,0.08
35204470,2394,47405.9,0.05
35204471,797,2064.2,0.39
35204472,830,10097.3,0.08
35204473,461,8986.4,0.05
35204474,3403,4303.2,0.79
35204475,595,6926.7,0.09
35204476,464,8069.6,0.06
35204477,476,7727.3,0.06
35204478,786,278.8,2.82
35204479,100,7.9,12.68
35204480,815,3027.5,0.27
35204481,528,9328.6,0.06
35204482,411,5661.2,0.07
35204483,425,9637.2,0.04
35204484,464,6676.3,0.07
35204485,544,6912.3,0.08
35204486,476,10258.6,0.05
35204487,1717,52347.6,0.03
35204488,1936,55156.7,0.04
35204489,676,50074.1,0.01
35204490,966,8977.7,0.11
35204491,491,6819.4,0.07
35204492,382,5480.6,0.07
35204493,495,8291.5,0.06
35204494,801,16827.7,0.05
35204495,528,12082.4,0.04
35204496,466,12767.1,0.04
35204497,407,10251.9,0.04
35204498,508,8327.9,0.06
35204499,561,10505.6,0.05
35204500,515,5165.5,0.1
35204501,473,8356.9,0.06
35204502,594,10645.2,0.06
35204503,566,9402,0.06
35204504,401,4728.8,0.08
35204505,988,24395.1,0.04
35204506,883,18747.3,0.05
35204507,971,31423.9,0.03
35204508,526,13952.3,0.04
35204509,527,2773.7,0.19
35204510,554,8432.3,0.07
35204511,608,2495.9,0.24
35204512,522,6770.4,0.08
35204513,340,9164.4,0.04
35204514,458,8657.8,0.05
35204515,707,8467.1,0.08
35204516,730,10195.5,0.07
35204517,423,5241.6,0.08
35204518,576,10666.7,0.05
35204519,504,9729.7,0.05
35204520,678,18833.3,0.04
35204521,436,9457.7,0.05
35204522,442,10091.3,0.04
35204523,592,8530.3,0.07
35204524,387,9280.6,0.04
35204525,320,10356,0.03
35204526,559,11047.4,0.05
35204527,472,7184.2,0.07
35204528,498,8829.8,0.06
35204529,510,7132.9,0.07
35204530,566,6604.4,0.09
35204531,542,8199.7,0.07
35204532,517,24736.8,0.02
35204533,1159,36105.9,0.03
35204534,461,13927.5,0.03
35204535,1509,33834.1,0.04
35204536,901,32527.1,0.03
35204537,646,14953.7,0.04
35204538,538,6191,0.09
35204539,534,9270.8,0.06
35204540,582,4899,0.12
35204541,590,7612.9,0.08
35204542,447,8975.9,0.05
35204543,889,10520.7,0.08
35204544,611,22546.1,0.03
35204545,379,16769.9,0.02
35204546,530,9814.8,0.05
35204547,467,8980.8,0.05
35204548,1050,19337,0.05
35204549,378,2434,0.16
35204550,422,8525.3,0.05
35204551,399,8159.5,0.05
35204552,462,3834,0.12
35204553,458,7723.4,0.06
35204554,478,6565.9,0.07
35204555,519,2272.3,0.23
35204556,518,9829.2,0.05
35204557,489,9422,0.05
35204558,800,43715.8,0.02
35204559,572,2906.5,0.2
35204560,531,8069.9,0.07
35204561,602,11025.6,0.05
35204562,577,11727.6,0.05
35204563,1533,41544.7,0.04
35204564,3044,86477.3,0.04
35204565,1436,63539.8,0.02
35204566,470,33098.6,0.01
35204567,7244,101598.9,0.07
35204568,693,10221.2,0.07
35204569,620,11131.1,0.06
35204570,572,15294.1,0.04
35204571,926,19702.1,0.05
35204572,401,8642.2,0.05
35204573,572,11793.8,0.05
35204574,1454,9344.5,0.16
35204575,610,10815.6,0.06
35204576,568,6469.2,0.09
35204577,571,7908.6,0.07
35204578,2527,60891.6,0.04
35204579,1612,59264.7,0.03
35204580,965,39068.8,0.02
35204581,1052,25107.4,0.04
35204582,756,27591.2,0.03
35204583,538,14579.9,0.04
35204584,695,18337.7,0.04
35204585,867,25727,0.03
35204586,486,10146.1,0.05
35204587,284,32272.7,0.01
35204588,3040,54382.8,0.06
35204589,1158,36300.9,0.03
35204590,873,28529.4,0.03
35204591,1273,45464.3,0.03
35204592,2007,44207,0.05
35204593,817,31544.4,0.03
35204594,1180,59000,0.02
35204595,1232,118461.5,0.01
35204596,683,51742.4,0.01
35204597,553,75753.4,0.01
35204598,772,22639.3,0.03
35204599,797,96024.1,0.01
35204600,934,43849.8,0.02
35204601,518,115111.1,0
35204602,1668,16038.5,0.1
35204603,668,10198.5,0.07
35204605,1190,93700.8,0.01
35204606,4410,71590.9,0.06
35204607,814,12259,0.07
35204608,875,19977.2,0.04
35204609,305,1971.6,0.15
35204610,744,62521,0.01
35204611,746,63220.3,0.01
35204612,812,21886.8,0.04
35204613,560,31638.4,0.02
35204614,1001,68561.6,0.01
35204615,1723,10609.6,0.16
35204616,1850,5963.9,0.31
35204617,737,4384.3,0.17
35204618,1338,73922.7,0.02
35204620,649,21140.1,0.03
35204621,663,37457.6,0.02
35204622,564,32413.8,0.02
35204623,675,14210.5,0.05
35204624,654,37586.2,0.02
35204625,397,9254.1,0.04
35204626,384,6486.5,0.06
35204627,437,9931.8,0.04
35204628,368,6777.2,0.05
35204629,587,7932.4,0.07
35204630,383,5448.1,0.07
35204631,579,10087.1,0.06
35204632,504,5000,0.1
35204633,1857,15073.1,0.12
35204634,595,97.6,6.1
35204635,643,3477.6,0.18
35204636,631,6216.7,0.1
35204637,518,6002.3,0.09
35204638,481,7354.7,0.07
35204639,553,6869.6,0.08
35204640,471,6364.9,0.07
35204641,630,5185.2,0.12
35204642,618,4395.4,0.14
35204643,456,6212.5,0.07
35204644,481,5844.5,0.08
35204645,493,3789.4,0.13
35204646,402,8427.7,0.05
35204647,574,24956.5,0.02
35204648,851,9466.1,0.09
35204649,527,2827.3,0.19
35204650,2552,21021.4,0.12
35204652,1113,47768.2,0.02
35204653,3023,50215.9,0.06
35204655,1625,32306.2,0.05
35204656,864,16875,0.05
35204657,1995,18038,0.11
35204658,324,10485.4,0.03
35204659,656,14875.3,0.04
35204660,363,11672,0.03
35204661,1155,12623,0.09
35204662,1028,24891,0.04
35204663,466,9914.9,0.05
35204664,575,12130.8,0.05
35204665,594,12746.8,0.05
35204666,2606,25449.2,0.1
35204667,453,6443.8,0.07
35204668,874,15524,0.06
35204669,488,30310.6,0.02
35204670,1200,8207.9,0.15
35204671,439,13026.7,0.03
35204672,830,2109.8,0.39
35204673,593,4244.8,0.14
35204674,557,3735.7,0.15
35204675,1553,5887,0.26
35204676,4631,24309.7,0.19
35204678,391,4499.4,0.09
35204679,399,6785.7,0.06
35204680,676,2388.7,0.28
35204681,374,4479,0.08
35204682,449,4284.4,0.1
35204683,429,5644.7,0.08
35204684,632,11791,0.05
35204685,446,4593.2,0.1
35204686,477,4718.1,0.1
35204687,355,6037.4,0.06
35204688,673,13876.3,0.05
35204689,819,16817.2,0.05
35204690,981,6903.6,0.14
35204691,4122,9449.8,0.44
35204692,540,7594.9,0.07
35204693,485,6689.7,0.07
35204694,2436,8169,0.3
35204695,457,909.8,0.5
35204696,629,4168.3,0.15
35204697,540,18815.3,0.03
35204698,680,1346.8,0.5
35204699,624,61782.2,0.01
35204700,1242,12777.8,0.1
35204701,149,204.8,0.73
35204704,1695,24076.7,0.07
35204705,306,2925.4,0.1
35204707,1916,12539.3,0.15
35204708,262,3179.6,0.08
35204709,360,2425.9,0.15
35204710,1223,371.6,3.29
35204711,1981,4305.6,0.46
35204712,1240,1835.4,0.68
35204714,1182,3803.1,0.31
35204715,1276,5915.6,0.22
35204716,1360,5882.4,0.23
35204717,814,2044.2,0.4
35204718,1027,2317.2,0.44
35204719,846,6243.5,0.14
35204720,1017,7364.2,0.14
35204721,726,7857.1,0.09
35204722,1456,2997.7,0.49
35204723,916,1070.5,0.86
35204725,598,279.7,2.14
35204726,489,10676.9,0.05
35204727,861,10603.4,0.08
35204728,560,9911.5,0.06
35204729,589,11436.9,0.05
35204730,578,14596,0.04
35204731,627,15714.3,0.04
35204732,677,10814.7,0.06
35204733,827,47.3,17.48
35204734,1010,14637.7,0.07
35204735,849,20262.5,0.04
35204736,999,3284,0.3
35204737,1459,5596.5,0.26
35204738,3894,32208.4,0.12
35204739,474,4372.7,0.11
35204740,1491,17582.5,0.08
35204741,373,5517.8,0.07
35204742,1614,16027.8,0.1
35204743,723,372.7,1.94
35204744,581,4556.9,0.13
35204745,1123,3552.7,0.32
35204746,1383,4036.8,0.34
35204747,1544,7696.9,0.2
35204748,899,23720.3,0.04
35204749,1088,32771.1,0.03
35204750,562,982.3,0.57
35204751,528,11655.6,0.05
35204752,726,9428.6,0.08
35204753,574,13015.9,0.04
35204754,2155,59203.3,0.04
35204755,1195,42226.1,0.03
35204756,1175,25378,0.05
35204757,823,7749.5,0.11
35204758,935,44736.8,0.02
35204759,803,36666.7,0.02
35204760,1139,444.9,2.56
35204761,1206,5333.9,0.23
35204762,738,4251.2,0.17
35204763,5206,11414.2,0.46
35204764,116,868.9,0.13
35204765,2155,27209.6,0.08
35204766,617,6232.3,0.1
35204767,1365,44032.3,0.03
35204768,901,13172.5,0.07
35204769,1523,1935,0.79
35204770,1204,6452.3,0.19
35204771,647,1213.9,0.53
35204772,2099,28136.7,0.07
35204773,674,6388.6,0.11
35204774,981,27869.3,0.04
35204775,716,10591.7,0.07
35204776,1027,31121.2,0.03
35204777,1242,33387.1,0.04
35204778,748,5133.8,0.15
35204779,437,4904.6,0.09
35204780,1246,3404.4,0.37
35204781,1037,2886.2,0.36
35204782,2613,92007,0.03
35204783,0,0,0.03
35204784,0,0,0.03
35204785,675,2478.9,0.27
35204786,849,3525.7,0.24
35204787,523,11104,0.05
35204788,1137,6145.9,0.19
35204789,966,26250,0.04
35204790,493,20801.7,0.02
35204791,888,3539.3,0.25
35204793,1420,704.4,2.02
35204794,903,24274.2,0.04
35204795,774,10251.7,0.08
35204796,3340,20979.9,0.16
35204797,911,12617.7,0.07
35204798,959,11164.1,0.09
35204799,2387,5332.9,0.45
35204800,384,1038.7,0.37
35204801,454,10341.7,0.04
35204802,1110,8008.7,0.14
35204803,1097,26057,0.04
35204805,1078,7834.3,0.14
35204806,415,8234.1,0.05
35204807,1223,25966,0.05
35204808,841,18856.5,0.04
35204809,765,10744.4,0.07
35204810,821,6023.5,0.14
35204811,1011,18448.9,0.05
35204812,879,16647.7,0.05
35204813,735,9945.9,0.07
35204814,930,28096.7,0.03
35204815,1055,39811.3,0.03
35204816,1176,40000,0.03
35204817,768,15268.4,0.05
35204819,6748,32041.8,0.21
35204820,3025,56436.6,0.05
35204821,1021,9883.8,0.1
35204822,1937,51243.4,0.04
35204823,811,35414.8,0.02
35204824,1392,71020.4,0.02
35204825,1130,19894.4,0.06
35204826,3595,10913.8,0.33
35204827,3274,18188.9,0.18
35204828,1246,76913.6,0.02
35204829,817,28368.1,0.03
35204830,1375,25749.1,0.05
35204831,459,24677.4,0.02
35204832,1756,39549.5,0.04
35204833,2712,7053.3,0.38
35204835,857,5841.9,0.15
35204836,404,6177.4,0.07
35204837,543,9203.4,0.06
35204838,951,45721.2,0.02
35204839,1589,27586.8,0.06
35204840,581,2324,0.25
35204841,1612,18276.6,0.09
35204842,2587,31395.6,0.08
35204843,2174,18549.5,0.12
35204844,1959,27284.1,0.07
35204845,2711,16986.2,0.16
35204846,1574,50127.4,0.03
35204847,1400,97902.1,0.01
35204848,912,18313.3,0.05
35204850,1744,6588.6,0.26
35204851,777,16602.6,0.05
35204852,727,5507.6,0.13
35204853,380,2450,0.16
35204854,0,0,0.05
35204855,673,1183.2,0.57
35204856,1502,1989.7,0.75
35204857,1311,1909.4,0.69
35204858,894,47807.5,0.02
35204859,1376,102686.6,0.01
35204860,0,0,0.06
35204861,583,8860.2,0.07
35204862,1029,44163.1,0.02
35204863,1650,71120.7,0.02
35204864,0,0,0.04
35204865,1155,32719.5,0.04
35204866,696,3191.2,0.22
35204867,730,20448.2,0.04
35204869,320,15763.5,0.02
35204870,1869,19883,0.09
35204871,2011,39821.8,0.05
35204872,3623,23757.4,0.15
35204873,1629,1113.7,1.46
35204876,724,111384.6,0.01
35204877,337,27851.2,0.01
35204878,0,0,0.03
35204879,1087,15753.6,0.07
35204880,1804,25372.7,0.07
35204881,441,9264.7,0.05
35204882,554,21064.6,0.03
35204883,1901,50158.3,0.04
35204884,496,2542.3,0.2
35204885,3509,48200.5,0.07
35204886,392,12894.7,0.03
35204887,1142,3619.7,0.32
35204888,1828,28652,0.06
35204889,400,13698.6,0.03
35204890,462,1140.5,0.41
35204891,2044,678.1,3.01
35204892,151,1254.2,0.12
35204893,273,2000,0.14
35204894,3642,18705.7,0.19
35204895,977,8237.8,0.12
35204896,1753,10754.6,0.16
35204897,1985,33816,0.06
35204898,967,4286.3,0.23
35204899,0,0,0.05
35204900,3023,53504.4,0.06
35204901,1014,3446.6,0.29
35204902,498,25025.1,0.02
35204903,3495,5550.3,0.63
35204904,626,6978.8,0.09
35204905,1774,1629.8,1.09
35204906,1255,6700.5,0.19
